title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
"Terry Lenzner, Sleuth With a Wide-Ranging Career, Dies at 80",https://www.nytimes.com/2020/04/29/us/politics/terry-lenzner-dead.html,"He prosecuted civil rights violators, investigated the Nixon administration during the Watergate scandal and worked for Bill Clinton.",2020-04-29 19:07:27+00:00,https://www.nytimes.com/section/us,terry lenzner sleuth with a wideranging career dies at 80 he prosecuted civil rights violators investigated the nixon administration during the watergate scandal and worked for bill clinton,-0.8126,negative,0,0
"Video Shows California Boy, 14, Being Punched by Police Officer",https://www.nytimes.com/2020/04/29/us/rancho-cordova-police.html,"The police in Rancho Cordova, Calif., and the Sacramento County Sheriff’s Department are investigating the incident, which was captured in a video that was widely shared on social media.",2020-04-29 17:39:17+00:00,https://www.nytimes.com/section/us,video shows california boy 14 being punched by police officer the police in rancho cordova calif and the sacramento county sheriffs department are investigating the incident which was captured in a video that was widely shared on social media,0.34,positive,0,0
"Boeing, Expecting a Long Slump, Will Cut 16,000 Jobs",https://www.nytimes.com/2020/04/29/business/boeing-layoffs-coronavirus.html,"The company, which saw sales plunge in the first quarter, said air travel might not recover for years.",2020-04-29 19:16:52+00:00,https://www.nytimes.com/section/us,boeing expecting a long slump will cut 16000 jobs the company which saw sales plunge in the first quarter said air travel might not recover for years,-0.2732,negative,0,0
Navy Secretary Orders Deeper Inquiry Into Coronavirus-Stricken Ship,https://www.nytimes.com/2020/04/29/us/politics/navy-coronavirus-ship.html,"The investigation delays a decision on whether to reinstate the captain of the aircraft carrier Roosevelt, Brett E. Crozier, who has assumed the role of an unlikely hero.",2020-04-29 20:11:18+00:00,https://www.nytimes.com/section/us,navy secretary orders deeper inquiry into coronavirusstricken ship the investigation delays a decision on whether to reinstate the captain of the aircraft carrier roosevelt brett e crozier who has assumed the role of an unlikely hero,0.5574,positive,0,0
Energy Use in the Coronavirus Era: N.Y.C. Is Waking Up Later,https://www.nytimes.com/2020/04/29/climate/energy-use-coronavirus.html,Some 400 special electric meters in New York apartments provide a shifting view of power use while people are stuck inside.,2020-04-29 16:46:00+00:00,https://www.nytimes.com/section/us,energy use in the coronavirus era nyc is waking up later some 400 special electric meters in new york apartments provide a shifting view of power use while people are stuck inside,0.4215,positive,0,0
"Remdesivir Shows Promise as Coronavirus Treatment, Fauci Says",https://www.nytimes.com/2020/04/29/health/gilead-remdesivir-coronavirus.html,"The F.D.A. is likely to issue an emergency approval, a senior official said. But another study found the drug offered no benefit to severely ill patients.",2020-04-29 21:29:52+00:00,https://www.nytimes.com/section/us,remdesivir shows promise as coronavirus treatment fauci says the fda is likely to issue an emergency approval a senior official said but another study found the drug offered no benefit to severely ill patients,-0.6808,negative,0,0
What Are California's Stages to Reopen? Newsom Breaks it Down.,https://www.nytimes.com/2020/04/29/us/california-reopen-coronavirus.html,Wednesday: A look at the four phases state leaders laid out to lift stay-at-home orders. Also: Getting creative for gatherings.,2020-04-29 13:56:20+00:00,https://www.nytimes.com/section/us,what are californias stages to reopen newsom breaks it down wednesday a look at the four phases state leaders laid out to lift stayathome orders also getting creative for gatherings,0.4404,positive,0,0
"Online Auction to Aid Comic-Book Shops Raises Over $430,000",https://www.nytimes.com/2020/04/29/arts/comic-auctions-benefit-virus.html,"Comic-book creators contributed their work, and buyers made their bids on Twitter, to help employees and businesses upended by the coronavirus.",2020-04-29 12:45:35+00:00,https://www.nytimes.com/section/us,online auction to aid comicbook shops raises over 430000 comicbook creators contributed their work and buyers made their bids on twitter to help employees and businesses upended by the coronavirus,0.4019,positive,0,0
On Politics: Another Split-Screen Endorsement,https://www.nytimes.com/2020/04/29/us/politics/hillary-clinton-joe-biden.html,"An ex-nominee backs a presumptive one, and a third-party bid looms: This is your morning tip sheet.",2020-04-29 11:04:26+00:00,https://www.nytimes.com/section/us,on politics another splitscreen endorsement an exnominee backs a presumptive one and a thirdparty bid looms this is your morning tip sheet,0.128,neutral,0,0
"Coronavirus, Justin Amash, Irrfan Khan: Your Wednesday Briefing",https://www.nytimes.com/2020/04/29/briefing/coronavirus-justin-amash-irrfan-khan.html,Here’s what you need to know.,2020-04-29 10:49:57+00:00,https://www.nytimes.com/section/us,coronavirus justin amash irrfan khan your wednesday briefing heres what you need to know,0.0,neutral,0,0
Live Updates: F.D.A. Plans to Announce Emergency Use of Coronavirus Drug,https://www.nytimes.com/2020/04/29/us/coronavirus-usa-cases-deaths.html,"The U.S. economy shrank at a 4.8 percent annual rate in the first quarter. Another study found no benefit of the experimental virus drug, remdesivir, to severely ill patients.",2020-04-29 21:35:48+00:00,https://www.nytimes.com/section/us,live updates fda plans to announce emergency use of coronavirus drug the us economy shrank at a 48 percent annual rate in the first quarter another study found no benefit of the experimental virus drug remdesivir to severely ill patients,-0.765,negative,0,0
A Scramble for Virus Apps That Do No Harm,https://www.nytimes.com/2020/04/29/business/coronavirus-cellphone-apps-contact-tracing.html,Dozens of tracking apps for smartphones are being used or developed to help contain the coronavirus pandemic. But there are worries about privacy and hastily written software.,2020-04-29 14:32:15+00:00,https://www.nytimes.com/section/us,a scramble for virus apps that do no harm dozens of tracking apps for smartphones are being used or developed to help contain the coronavirus pandemic but there are worries about privacy and hastily written software,-0.6908,negative,0,0
Stock Market Live Updates and Tracker,https://www.nytimes.com/2020/04/29/business/stock-market-coronavirus.html,The latest on stock market and business news during the coronavirus outbreak.,2020-04-29 21:22:44+00:00,https://www.nytimes.com/section/us,stock market live updates and tracker the latest on stock market and business news during the coronavirus outbreak,0.0,neutral,0,0
Coronavirus World News: Live Tracker,https://www.nytimes.com/2020/04/29/world/coronavirus-news.html,"Fighting fears and travel bans, countries and businesses are trying to rescue summer vacation. In Bangkok, a high-end restaurant has transformed into an aid operation.",2020-04-29 21:09:25+00:00,https://www.nytimes.com/section/us,coronavirus world news live tracker fighting fears and travel bans countries and businesses are trying to rescue summer vacation in bangkok a highend restaurant has transformed into an aid operation,-0.25,negative,0,0
"Peace Corps Volunteers Can Get Unemployment Benefits, Officials Say",https://www.nytimes.com/2020/04/28/us/peace-corps-americorps-coronavirus-unemployment.html,"In previous years, returned volunteers were not eligible for unemployment benefits, but they will now be covered by the coronavirus relief plan.",2020-04-29 04:02:48+00:00,https://www.nytimes.com/section/us,peace corps volunteers can get unemployment benefits officials say in previous years returned volunteers were not eligible for unemployment benefits but they will now be covered by the coronavirus relief plan,0.7269,positive,0,0
"Pug in North Carolina Tests Positive for the Coronavirus, Researchers Say",https://www.nytimes.com/2020/04/28/us/dog-coronavirus-positive-test.html,A team at Duke University detected the virus in the dog this month.,2020-04-29 02:15:05+00:00,https://www.nytimes.com/section/us,pug in north carolina tests positive for the coronavirus researchers say a team at duke university detected the virus in the dog this month,0.5574,positive,0,0
Justin Amash Moves Toward a Third-Party Bid for President,https://www.nytimes.com/2020/04/28/us/politics/justin-amash-president.html,"Mr. Amash, an independent congressman from Michigan who left the Republican Party last year, said he was exploring running as a Libertarian, adding new volatility to the race.",2020-04-29 02:16:56+00:00,https://www.nytimes.com/section/us,justin amash moves toward a thirdparty bid for president mr amash an independent congressman from michigan who left the republican party last year said he was exploring running as a libertarian adding new volatility to the race,0.5574,positive,0,0
"Mfume to Return to Congress, Succeeding Elijah Cummings",https://www.nytimes.com/2020/04/28/us/politics/mfume-congress-elijah-cummings.html,"He first held the seat from 1987 to 1996 until he left to serve as president of the N.A.A.C.P. and was replaced by Mr. Cummings, who died in October.",2020-04-29 02:27:38+00:00,https://www.nytimes.com/section/us,mfume to return to congress succeeding elijah cummings he first held the seat from 1987 to 1996 until he left to serve as president of the naacp and was replaced by mr cummings who died in october,-0.1027,neutral,0,0
Trump Administration’s Message on Reopening Continues to Be Contradictory,https://www.nytimes.com/2020/04/28/us/politics/trump-coronavirus-reopening.html,The president said the coronavirus wouldn’t come back while Dr. Anthony Fauci said it would be “a bad fall” and the attorney general threatened to sue states for enforcing restrictions.,2020-04-29 00:53:05+00:00,https://www.nytimes.com/section/us,trump administrations message on reopening continues to be contradictory the president said the coronavirus wouldnt come back while dr anthony fauci said it would be a bad fall and the attorney general threatened to sue states for enforcing restrictions,-0.836,negative,1,0
